job_no,rev_alloc,actual_cost,actual_hours,billable_value,unallocated_revenue_amt,unquoted_hours,dept_mismatch_hours,quoted_time_total,quoted_amount_total,gp,margin,rev_per_hour,cost_per_hour,unquoted_share,dept_mismatch_share,quote_attainment_total
SG05538,14799.999999999998,2042.15,51.47,8043.4,282.68,7.59,0.0,32.0,14800.0,12757.849999999999,0.8620168918918919,287.5461433844958,39.676510588692445,0.14746454245191373,0.0,1.6084375
SG05539,2180.0,850.0,9.2,1984.0,1167.34,1.0,0.0,20.0,2180.0,1330.0,0.6100917431192661,236.95652173913047,92.3913043478261,0.10869565217391305,0.0,0.45999999999999996
SG05540,3500.0,876.75,20.13,3095.0,0.0,0.0,9.71,22.0,3500.0,2623.25,0.7495,173.86984600099356,43.55439642324888,0.0,0.4823646299056136,0.9149999999999999
SG05541,31250.0,11072.55,211.51,36125.5,0.0,5.220000000000001,135.28,103.0,17250.0,20177.45,0.6456784,147.74715143492034,52.35000709186327,0.024679684175689096,0.6395915086757128,2.053495145631068
SG05542,19500.0,0.0,0.0,0.0,19500.0,0.0,0.0,1.0,4500.0,19500.0,1.0,0.0,0.0,0.0,0.0,0.0
SG05543,999.9999999999999,166.2,3.05,587.35,390.0,2.2,0.0,5.0,1000.0,833.8,0.8338000000000001,327.86885245901635,54.49180327868852,0.7213114754098362,0.0,0.61
SG05545,18440.0,6229.85,97.63,18262.1,0.0,9.91,22.08,106.0,18440.0,12210.15,0.6621556399132321,188.87636996824747,63.8108163474342,0.1015056847280549,0.22615999180579738,0.9210377358490566
SG05546,12400.0,6952.55,115.35,19656.25,623.5500000000002,36.56,39.45,79.0,12400.0,5447.45,0.4393104838709677,107.49891634156914,60.27351538794972,0.316948417858691,0.3420026007802341,1.460126582278481
SG05547,10050.0,4812.8,66.02,12331.0,1403.1499999999996,0.9199999999999999,32.31,56.0,10050.0,5237.2,0.5211144278606965,152.2265980006059,72.89912147833991,0.013935171160254467,0.4893971523780673,1.1789285714285713
SG05548,17620.0,5667.1,108.07,19605.8,635.91,0.25,2.5,91.0,17620.0,11952.9,0.6783711691259932,163.04247247154623,52.439159803830854,0.002313315443693902,0.023133154436939023,1.1875824175824174
SG05549,387192.0,0.0,0.0,0.0,387192.0,0.0,0.0,0.0,0.0,387192.0,1.0,0.0,0.0,0.0,0.0,0.0
SG05549-1,0.0,47322.95,825.47,146212.35,0.0,52.38,0.0,646.5,115676.0,-47322.95,0.0,0.0,57.32849164718281,0.06345475910693302,0.0,1.2768290796597062
SG05549-2,0.0,46051.5,764.72,141396.75,0.0,117.09,0.0,646.5,83684.0,-46051.5,0.0,0.0,60.22008055235903,0.15311486557171253,0.0,1.182861562258314
SG05550,107755.31,29393.2,638.39,98547.9,0.0,118.59,165.37,1135.0,191565.0,78362.11,0.7272227234091758,168.79228997947962,46.04270117013111,0.18576418803552688,0.2590422782311753,0.5624581497797356
SG05551,1450.0,30.0,0.5,90.0,0.0,0.0,0.0,9.0,1450.0,1420.0,0.9793103448275862,2900.0,60.0,0.0,0.0,0.05555555555555555
SG05552,22152.5,7203.7,126.1,22811.3,0.0,2.5,59.03,125.5,22152.5,14948.8,0.6748132264981379,175.6740681998414,57.1268834258525,0.019825535289452818,0.46812053925455993,1.0047808764940238
SG05553,2999.9999999999995,2901.7,52.36,8501.4,0.0,1.35,37.92,19.0,3000.0,98.29999999999973,0.03276666666666658,57.29564553093964,55.418258212375854,0.025783040488922843,0.7242169595110772,2.7557894736842106
SG05554,22500.0,7703.3,125.55,23299.1,0.0,7.66,46.67,59.0,13500.0,14796.7,0.6576311111111112,179.2114695340502,61.356431700517724,0.061011549183592195,0.3717244125846277,2.1279661016949154
SG05555,250000.0,0.0,0.0,0.0,250000.0,0.0,0.0,1380.0,247450.0,250000.0,1.0,0.0,0.0,0.0,0.0,0.0
SG05555-1,0.0,1125.6,57.4,7231.4,0.0,3.08,50.15,60.0,0.0,-1125.6,0.0,0.0,19.609756097560975,0.05365853658536586,0.8736933797909407,0.9566666666666667
SG05555-2,0.0,11670.8,250.41,36294.05,0.0,246.69,51.5,330.0,0.0,-11670.8,0.0,0.0,46.60676490555489,0.9851443632442793,0.2056627131504333,0.7588181818181818
SG05555-3,0.0,6629.7,319.52,41476.0,0.0,2.74,27.439999999999998,230.0,0.0,-6629.7,0.0,0.0,20.748935903855784,0.008575363044566851,0.085878818227341,1.3892173913043477
SG05555-4,0.0,15439.5,305.77,47366.7,0.0,140.18,8.76,230.0,0.0,-15439.5,0.0,0.0,50.49383523563463,0.4584491611341859,0.028648984530856528,1.3294347826086956
SG05555-5,0.0,49256.9,1040.21,174594.4,0.0,223.57999999999998,56.25000000000001,550.0,0.0,-49256.9,0.0,0.0,47.35284221455283,0.2149373684159929,0.05407561934609358,1.8912909090909091
SG05561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG05562,1650.0,497.5,9.5,1485.0,225.06,0.0,0.0,11.0,1650.0,1152.5,0.6984848484848485,173.68421052631578,52.36842105263158,0.0,0.0,0.8636363636363636
SG05563,21600.0,7739.75,122.16999999999999,23172.45,0.0,9.08,90.39999999999999,132.0,21600.0,13860.25,0.6416782407407408,176.80281574854712,63.35229598101007,0.07432266513874111,0.7399525251698453,0.9255303030303029
SG05564,5000.0,463.75,8.75,1663.75,0.0,0.5,0.0,6.0,1000.0,4536.25,0.90725,571.4285714285714,53.0,0.05714285714285714,0.0,1.4583333333333333
SG05565,3000.0,7.700000000000001,0.07,18.900000000000002,2990.96,0.07,0.0,11.0,1800.0,2992.3,0.9974333333333334,42857.142857142855,110.0,1.0,0.0,0.006363636363636364
SG05566,30000.0,6702.0,103.6,18706.8,0.0,7.27,30.22,94.0,18000.0,23298.0,0.7766,289.5752895752896,64.6911196911197,0.07017374517374517,0.2916988416988417,1.102127659574468
SG05567,20000.0,9291.1,169.43,29812.149999999998,0.0,8.38,67.97,91.3333,14000.0,10708.9,0.535445,118.04284955438824,54.83739597473883,0.04945995396328868,0.4011686242105884,1.8550736697349162
SG05568,5200.0,7235.9,151.48,24794.3,0.0,4.0,79.7,35.0,5200.0,-2035.8999999999996,-0.3915192307692307,34.32796408766834,47.76802218114603,0.02640612622128334,0.5261420649590706,4.327999999999999
SG05570,33000.0,9798.85,188.38,33849.25,0.0,17.83,123.99,195.0,33000.0,23201.15,0.7030651515151516,175.17783204161802,52.016403015182085,0.09464911349400149,0.6581908907527338,0.966051282051282
SG05573,2760.0,3559.15,59.05,12686.85,0.0,47.81,0.0,14.0,2595.0,-799.1500000000001,-0.28954710144927537,46.74005080440305,60.27349703640983,0.8096528365791703,0.0,4.2178571428571425
SG05574,5414.5,3520.0,48.849999999999994,9782.2,0.0,1.5,0.0,38.0,5414.5,1894.5,0.3498938036753163,110.83930399181168,72.05731832139203,0.030706243602865918,0.0,1.2855263157894736
SG05575,8000.0,2369.9,25.41,6159.0,0.0,2.5,0.5,23.0,4300.0,5630.1,0.7037625000000001,314.8366784730421,93.26643053915781,0.09838646202282565,0.01967729240456513,1.1047826086956523
SG05576,465.0,0.0,0.0,0.0,465.0,0.0,0.0,1.0,465.0,465.0,1.0,0.0,0.0,0.0,0.0,0.0
SG05577,15100.0,7209.45,146.71,22193.199999999997,6300.0,4.95,15.77,110.0,15100.0,7890.55,0.5225529801324503,102.92413605071228,49.14082202985481,0.03374003135437257,0.10749096857746573,1.3337272727272729
SG05578,7440.0,2443.0,71.88000000000001,10505.95,0.0,0.0,0.0,60.0,7440.0,4997.0,0.6716397849462366,103.5058430717863,33.98720089037284,0.0,0.0,1.1980000000000002
SG05579,12000.0,8509.65,107.43,23036.25,0.0,53.290000000000006,14.25,68.0,12000.0,3490.3500000000004,0.2908625,111.7006422786931,79.21111421390673,0.496043935585963,0.13264451270594804,1.5798529411764708
SG05580,1250.0,144.95,5.3,745.2,-0.01999999999998181,0.55,0.0,5.0,1250.0,1105.05,0.8840399999999999,235.8490566037736,27.349056603773583,0.1037735849056604,0.0,1.06
SG05581,151800.0,216.6,10.83,1299.6,94682.35,10.83,0.0,1.0,151800.0,151583.4,0.9985731225296443,14016.620498614959,20.0,1.0,0.0,10.83
SG05581-1,0.0,894.55,54.08,7404.6,0.0,12.08,40.5,144.0,0.0,-894.55,0.0,0.0,16.54123520710059,0.22337278106508876,0.7488905325443788,0.37555555555555553
SG05581-2,0.0,43.5,2.9000000000000004,387.0,0.0,2.9000000000000004,0.0,167.0,0.0,-43.5,0.0,0.0,14.999999999999998,1.0,0.0,0.017365269461077845
SG05581-3,0.0,27.9,1.86,223.2,0.0,1.86,0.0,68.0,0.0,-27.9,0.0,0.0,14.999999999999998,1.0,0.0,0.02735294117647059
SG05581-4,0.0,23104.0,471.42,77783.1,0.0,62.15,21.34,416.0,0.0,-23104.0,0.0,0.0,49.00937592804718,0.13183573034661236,0.04526748971193415,1.1332211538461539
SG05582,6400.0,452.85,7.66,1389.9,6400.0,0.0,4.0,17.0,3900.0,5947.15,0.9292421875,835.5091383812011,59.11879895561358,0.0,0.5221932114882506,0.4505882352941177
SG05583,6000.0,3109.9,76.61,11921.6,0.0,2.3599999999999994,55.84,40.0,6000.0,2890.1,0.4816833333333333,78.3187573423835,40.593917243179746,0.03080537788800417,0.7288865683331158,1.91525
SG05584,12000.0,2620.8,56.85,9022.4,0.0,21.58,13.08,35.0,6000.0,9379.2,0.7816000000000001,211.08179419525067,46.10026385224275,0.3795954265611257,0.23007915567282322,1.6242857142857143
SG05585,20000.0,8008.85,145.82,25637.149999999998,0.0,8.25,52.31,91.3333,14000.0,11991.15,0.5995575,137.1553970648745,54.92285008915101,0.05657660128926074,0.3587299410231793,1.5965699257554473
SG05586,24000.0,8922.45,161.48,28327.4,0.0,6.16,115.53999999999999,100.0,15200.0,15077.55,0.62823125,148.62521674510776,55.254211047807786,0.03814713896457766,0.7155065642804063,1.6147999999999998
SG05587,24000.0,8698.1,157.79,27668.65,0.0,5.01,92.8,100.0,15200.0,15301.9,0.6375791666666667,152.10089359274986,55.12453260662907,0.03175106153748653,0.5881234552252994,1.5778999999999999
SG05588,342000.0,0.0,0.0,0.0,342000.0,0.0,0.0,1.0,42000.0,342000.0,1.0,0.0,0.0,0.0,0.0,0.0
SG05589,3100.0,0.0,0.0,0.0,3100.0,0.0,0.0,0.0,0.0,3100.0,1.0,0.0,0.0,0.0,0.0,0.0
SG05590,3000.0,1356.5,24.78,4107.5,0.0,0.0,9.25,18.0,3000.0,1643.5,0.5478333333333333,121.06537530266343,54.741727199354315,0.0,0.3732849071832123,1.3766666666666667
SG05591,20000.0,5694.7,110.07000000000001,18529.8,0.0,11.51,53.190000000000005,91.3333,14000.0,14305.3,0.7152649999999999,181.70255292086853,51.737076405923496,0.10456981920595984,0.4832379394930499,1.2051464252359219
SG05592,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.0,0.0
SG05593,19500.0,0.0,0.0,0.0,19500.0,0.0,0.0,1.0,4500.0,19500.0,1.0,0.0,0.0,0.0,0.0,0.0
SG05594,3600.0,902.25,34.89,4692.0,1.0,3.0,7.42,26.0,3600.0,2697.75,0.749375,103.18142734307824,25.859845227858983,0.08598452278589853,0.21266838635712237,1.341923076923077
SG05595,13000.0,2834.45,63.620000000000005,9451.2,1500.0,9.0,12.32,79.5,11500.0,10165.55,0.7819653846153846,204.33825840930524,44.55281358063502,0.141464948129519,0.1936497956617416,0.8002515723270441
SG05596,1300.0,380.70000000000005,7.220000000000001,1254.6,0.0,0.0,3.0,18.5,1300.0,919.3,0.7071538461538461,180.05540166204983,52.72853185595568,0.0,0.4155124653739612,0.3902702702702703
SG05597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG05598,15000.0,6472.1,133.24,21927.55,0.0,26.34,75.72,71.0,11000.0,8527.9,0.5685266666666666,112.57880516361452,48.57475232662864,0.1976883818673071,0.5682978084659261,1.8766197183098592
SG05599,15000.0,4594.2,98.5,16017.45,0.0,9.56,56.57,71.0,11000.0,10405.8,0.69372,152.28426395939087,46.64162436548223,0.09705583756345178,0.5743147208121827,1.3873239436619718
SG05600,67740.0,18418.5,339.24,49151.1,0.0,37.66,21.65,373.0,67740.0,49321.5,0.7281000885739592,199.68164131588256,54.2934205871949,0.11101285225798843,0.0638191251031718,0.9094906166219839
SG05601,3000.0,0.0,0.0,0.0,3000.0,0.0,0.0,11.0,3000.0,3000.0,1.0,0.0,0.0,0.0,0.0,0.0
SG05601-1,0.0,1662.5,27.3,5491.5,0.0,4.0,0.0,31.0,0.0,-1662.5,0.0,0.0,60.8974358974359,0.14652014652014653,0.0,0.8806451612903226
SG05601-2,0.0,180.0,4.5,660.0,0.0,3.0,0.0,147.0,0.0,-180.0,0.0,0.0,40.0,0.6666666666666666,0.0,0.030612244897959183
SG05602,400.0,26.400000000000002,1.7599999999999998,176.0,0.0,0.0,1.5899999999999999,3.0,240.0,373.6,0.934,227.2727272727273,15.000000000000004,0.0,0.9034090909090909,0.5866666666666666
SG05605,1300.0,16.8,0.28,50.400000000000006,0.0,0.0,0.0,9.1667,1300.0,1283.2,0.9870769230769231,4642.857142857142,60.0,0.0,0.0,0.030545343471478286
SG05606,2320.4999999999995,1308.6000000000001,15.61,3479.4,0.0,0.0,8.17,16.0,2320.5,1011.8999999999994,0.4360698125404006,148.65470852017935,83.83087764253685,0.0,0.5233824471492633,0.975625
SG05607,18240.0,3568.1,63.91,11220.65,0.0,2.16,21.669999999999998,112.0,18240.0,14671.9,0.8043804824561404,285.40134564230954,55.83007354091691,0.03379752777343139,0.33907056798623064,0.5706249999999999
SG05608,35400.0,14272.55,269.29,46133.75,0.0,0.15,198.72,136.0,23640.0,21127.45,0.5968206214689266,131.45679379108023,53.0006684243752,0.0005570203126740688,0.7379405102306064,1.9800735294117648
SG05609,9962.0,5808.45,135.29,21970.8,0.0,15.8,26.259999999999998,87.0,9962.0,4153.55,0.4169393696044971,73.63441496045532,42.93332840564713,0.11678616305713653,0.19410155961268385,1.5550574712643677
SG05610,19500.0,0.0,0.0,0.0,19500.0,0.0,0.0,31.0,4500.0,19500.0,1.0,0.0,0.0,0.0,0.0,0.0
SG05613,16770.0,6037.2,117.11,19986.15,0.0,33.0,52.0,88.0,15770.0,10732.8,0.6399999999999999,143.19870207497226,51.551532746990006,0.28178635470924773,0.44402698317820855,1.3307954545454546
SG05614,9200.0,1253.1,36.24,5439.45,0.0,0.49,18.8,49.5,6800.0,7946.9,0.8637934782608695,253.86313465783664,34.57781456953642,0.013520971302428256,0.5187637969094923,0.7321212121212122
SG05615,30000.0,1569.6,34.48,5507.75,1584.3199999999997,0.0,18.97,116.0,18000.0,28430.4,0.9476800000000001,870.0696055684456,45.52204176334107,0.0,0.5501740139211138,0.2972413793103448
SG05616,9750.0,4938.55,107.73,17573.25,36.08,37.99,70.72999999999999,49.0,7750.0,4811.45,0.49348205128205125,90.50403787245892,45.84191961384944,0.3526408614127912,0.6565487793557968,2.198571428571429
SG05617,31000.0,5338.25,91.87,16408.95,3878.1,16.0,66.77,105.0,22000.0,25661.75,0.8277983870967742,337.43332970501797,58.106563622510066,0.17415913791226734,0.7267878524001306,0.874952380952381
SG05618,400.0,32.55,2.17,217.0,0.0,0.0,0.0,3.0,240.0,367.45,0.918625,184.33179723502306,15.0,0.0,0.0,0.7233333333333333
SG05623,25000.0,7907.900000000001,154.79,25715.65,0.0,3.0,104.36,107.0,16520.0,17092.1,0.683684,161.50914141740424,51.087925576587644,0.019381096970088506,0.6742037599328122,1.4466355140186915
SG05624,20700.0,9720.2,198.47,32728.9,0.0,4.279999999999999,162.37,91.0,13500.0,10979.8,0.5304251207729468,104.29787877261047,48.97566382828639,0.021564972036075977,0.8181085302564619,2.180989010989011
SG05625,1800.0000000000002,734.15,18.32,2784.2,0.0,9.43,12.370000000000001,13.0,1800.0,1065.8500000000004,0.592138888888889,98.25327510917032,40.073689956331876,0.5147379912663755,0.6752183406113538,1.4092307692307693
SG05626,1200.0,10.05,0.67,80.4,0.0,0.0,0.67,8.5,1200.0,1189.95,0.9916250000000001,1791.044776119403,15.0,0.0,1.0,0.07882352941176471
SG05627,5000.0,3425.7,39.81,8619.9,0.0,0.0,0.0,30.0,5000.0,1574.3000000000002,0.31486000000000003,125.59658377292136,86.05124340617934,0.0,0.0,1.3270000000000002
SG05628,16395.0,11036.05,329.68,56927.05,0.0,299.67,17.37,111.0,16395.0,5358.950000000001,0.32686489783470574,49.73004125212327,33.475036398932296,0.9089723368114535,0.05268745450133463,2.97009009009009
SG05629,15185.0,11151.9,153.57,28025.9,0.0,0.0,5.73,83.0,15185.0,4033.1000000000004,0.265597629239381,98.87998958129843,72.61769876929088,0.0,0.03731197499511624,1.8502409638554216
SG05630,69720.0,27791.25,638.87,88549.4,0.0,219.81,2.75,417.0,69720.0,41928.75,0.6013876936316696,109.13018297932287,43.500633931785806,0.34406060700925073,0.004304475088828713,1.532062350119904
SG05631,22570.0,16015.400000000001,219.84,41188.35,-5871.5,0.0,0.0,146.0,22570.0,6554.5999999999985,0.2904120513956579,102.6655749636099,72.85025473071325,0.0,0.0,1.5057534246575344
SG05632,21730.0,6187.5,164.0,22520.0,0.0,11.5,18.0,125.0,21730.0,15542.5,0.7152554072710539,132.5,37.728658536585364,0.0701219512195122,0.10975609756097561,1.312
SG05633,17359.999999999993,7608.3,103.31,17508.0,0.0,4.09,71.31,84.0,12240.0,9751.699999999993,0.5617338709677417,168.03794405188262,73.64533927015778,0.039589584744942403,0.6902526376923822,1.2298809523809524
SG05634,32400.0,13833.75,496.70000000000005,66302.6,0.0,354.82,80.36,245.0,32400.0,18566.25,0.5730324074074075,65.23052144151399,27.85131870344272,0.7143547412925306,0.16178779947654517,2.0273469387755103
SG05635,314944.54,73570.1,1513.03,250261.4,0.0,21.48,699.36,656.0,103620.0,241374.43999999997,0.7664029990804095,208.15485482772976,48.62434981461042,0.014196678188799959,0.46222480717500647,2.3064481707317075
SG05636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG05637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG05638,23463.0,4883.3,111.72,17863.75,0.0,21.4,62.07000000000001,152.5,23463.0,18579.7,0.7918723095938286,210.01611170784102,43.710168277837454,0.1915503043322592,0.5555853920515575,0.7325901639344262
SG05640,18000.0,3503.45,67.42,11477.1,0.0,0.0,4.84,117.0,18000.0,14496.55,0.8053638888888889,266.9830910708988,51.96455057846336,0.0,0.07178878671017502,0.5762393162393162
SG05641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG05642,2502.2,0.0,0.0,0.0,2502.2,0.0,0.0,0.0,0.0,2502.2,1.0,0.0,0.0,0.0,0.0,0.0
SG05643,9897.35,4817.1,69.9,13516.75,0.0,36.29,0.0,71.0,9897.0,5080.25,0.5132939625253224,141.59298998569383,68.91416309012875,0.5191702432045779,0.0,0.9845070422535213
SG05644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG05645,16500.0,1587.05,43.81,6583.8,9073.26,0.3,4.2,62.0,9900.0,14912.95,0.9038151515151516,376.6263410180324,36.22574754622232,0.006847751654873316,0.09586852316822643,0.7066129032258065
SG05646,1440.0,0.0,0.0,0.0,1440.0,0.0,0.0,9.0,1440.0,1440.0,1.0,0.0,0.0,0.0,0.0,0.0
SG05647,22500.0,5641.400000000001,92.76,16917.6,0.0,8.32,79.06,112.0,19300.0,16858.6,0.749271111111111,242.5614489003881,60.81716257007331,0.0896938335489435,0.8523070288917637,0.8282142857142858
SG05648,5000.0,1642.7,32.15,5547.9,0.0,2.75,10.92,19.0,3000.0,3357.3,0.6714600000000001,155.52099533437016,51.09486780715397,0.08553654743390358,0.3396578538102644,1.6921052631578946
SG05649,10125.0,2359.25,44.19,7966.5,1848.04,14.75,22.02,27.0,4125.0,7765.75,0.7669876543209877,229.12423625254584,53.388775741117904,0.333785924417289,0.4983027834351663,1.6366666666666665
SG05650,18628.77,12590.75,247.84,42232.15,0.0,36.3,140.49,107.0,14000.0,6038.02,0.32412338549458714,75.16450129115559,50.80192866365397,0.14646546158812135,0.5668576500968368,2.316261682242991
SG05652,21845.0,5372.75,102.0,17930.4,0.0,8.08,17.42,156.0,21845.0,16472.25,0.7540512703135729,214.16666666666666,52.674019607843135,0.07921568627450981,0.17078431372549022,0.6538461538461539
SG05653,5100.0,2109.25,35.98,6583.9,0.0,4.0,10.08,19.0,3060.0,2990.75,0.586421568627451,141.74541411895498,58.622846025569764,0.11117287381878822,0.2801556420233463,1.8936842105263156
SG05654,3600.0,397.65,20.29,2564.7,-0.12999999999988177,0.33,1.0,27.0,3600.0,3202.35,0.8895416666666667,177.42730409068508,19.598324297683586,0.016264169541646133,0.04928536224741252,0.7514814814814814
SG05655,5000.0,649.4,22.2,2888.7,0.0,0.0,6.08,34.0,5000.0,4350.6,0.8701200000000001,225.22522522522524,29.25225225225225,0.0,0.2738738738738739,0.6529411764705882
SG05656,5000.0,75.1,3.84,487.05,0.0,0.0,0.0,19.0,3000.0,4924.9,0.98498,1302.0833333333335,19.557291666666664,0.0,0.0,0.20210526315789473
SG05657,7102.000000000001,636.2500000000001,25.380000000000003,3260.5000000000005,0.0,3.4900000000000007,2.8300000000000005,34.0,7102.0,6465.750000000001,0.910412559842298,279.8266351457841,25.06895193065406,0.13750985027580773,0.11150512214342002,0.7464705882352942
SG05658,7500.0,0.0,0.0,0.0,7500.0,0.0,0.0,16.0,2500.0,7500.0,1.0,0.0,0.0,0.0,0.0,0.0
SG05659,15000.0,1919.8,64.23,9610.9,0.0,24.5,27.23,49.0,9000.0,13080.2,0.8720133333333334,233.53573096683792,29.889459754009028,0.38144169391250193,0.42394519694846644,1.3108163265306123
SG05660,20000.0,5461.35,112.71,18546.5,0.0,5.5,56.13,91.3333,14000.0,14538.65,0.7269325,177.44654422855115,48.4548842161299,0.04879779966285157,0.49800372637742885,1.2340515452742866
SG05661,5000.0,3180.2,41.67,7840.6,0.0,0.25,0.0,29.0,5000.0,1819.8000000000002,0.36396000000000006,119.99040076793855,76.31869450443963,0.005999520038396928,0.0,1.4368965517241379
SG05662,44600.0,21597.5,368.84000000000003,45247.8,0.0,0.0,2.75,361.0,44600.0,23002.5,0.5157511210762332,120.91963995228282,58.55520008675848,0.0,0.007455807396160937,1.0217174515235459
SG05663,4524.999999999999,885.7,35.32,4815.2,0.0,4.72,0.0,35.0,4525.0,3639.2999999999993,0.8042651933701658,128.11438278595693,25.076443941109854,0.13363533408833522,0.0,1.0091428571428571
SG05664,21600.0,2719.75,38.99,7410.45,-50.589999999999236,0.0,16.09,99.0,15840.0,18880.25,0.8740856481481482,553.9882021031033,69.75506540138497,0.0,0.41266991536291353,0.3938383838383839
SG05667,51000.0,18826.75,309.35,55491.25,0.0,51.35,204.84,168.0,35700.0,32173.25,0.6308480392156863,164.86180701470823,60.859059317924675,0.16599321157265232,0.6621625989978988,1.8413690476190478
SG05668,26000.0,7851.1,109.75,21610.25,9048.7,0.0,32.25,112.0,19979.0,18148.9,0.6980346153846154,236.90205011389523,71.53621867881549,0.0,0.2938496583143508,0.9799107142857143
SG05669,7896.5,3515.5,72.89,11668.55,0.0,2.46,24.259999999999998,70.0,7896.5,4381.0,0.5548027607167733,108.33447660858829,48.23020990533681,0.03374948552613527,0.3328302922211551,1.0412857142857144
SG05670,4600.0,469.0,12.43,2029.95,0.0,0.42000000000000004,0.0,4.5,600.0,4131.0,0.8980434782608696,370.07240547063554,37.73129525341915,0.0337892196299276,0.0,2.7622222222222224
SG05671,3950.0000000000005,716.0,27.26,3725.5,0.0,0.0,0.0,30.0,3950.0,3234.0000000000005,0.8187341772151899,144.90095377842994,26.26559060895084,0.0,0.0,0.9086666666666667
SG05672,126000.0,19276.95,472.26,63643.9,0.0,40.93,130.55,469.5,75600.0,106723.05,0.8470083333333334,266.8021852369458,40.81851098970906,0.08666836064879516,0.2764367085927244,1.0058785942492012
SG05673,1400.0,121.2,8.08,929.2,0.0,0.0,0.0,5.0,500.0,1278.8,0.9134285714285714,173.26732673267327,15.0,0.0,0.0,1.616
SG05674,22500.0,5892.2,98.47,17817.0,0.0,5.83,68.53,59.0,13500.0,16607.8,0.7381244444444444,228.49598862597745,59.83751396364375,0.059205849497308824,0.695948004468366,1.6689830508474577
SG05675,5000.0,1449.25,30.43,5157.5,0.0,6.83,10.08,19.0,3000.0,3550.75,0.71015,164.31153466973382,47.625698324022345,0.22444955635885638,0.3312520538941834,1.601578947368421
SG05676,12000.0,3083.8,59.13,10091.1,0.0,17.1,39.23,121.0,21000.0,8916.2,0.7430166666666668,202.94266869609334,52.152883477084394,0.289193302891933,0.6634534077456451,0.4886776859504132
SG05677,8028.0,3175.8,55.76,9479.9,2742.77,12.2,26.67,94.0,12042.0,4852.2,0.6044095665171898,143.974175035868,56.954806312769016,0.2187948350071736,0.4782998565279771,0.5931914893617021
SG05678,17613.97,11085.0,196.06,34793.0,950.0,20.08,126.55,107.0,14000.0,6528.970000000001,0.37066998524466666,89.83969193104153,56.53881464857697,0.10241762725696214,0.6454656737733346,1.8323364485981308
SG05679,282833.02,0.0,0.0,0.0,282833.02,0.0,0.0,1229.0,227264.9,282833.02,1.0,0.0,0.0,0.0,0.0,0.0
SG05679-1,0.0,52101.95,1093.09,165937.45,0.0,106.15,9.68,731.0,0.0,-52101.95,0.0,0.0,47.66483089224126,0.09711002753661639,0.008855629454116313,1.4953351573187414
SG05679-2,0.0,72560.1,1212.14,214961.8,0.0,436.04,0.0,534.0,0.0,-72560.1,0.0,0.0,59.86115465210289,0.3597274242249245,0.0,2.269925093632959
SG05682,5100.0,1078.0,26.590000000000003,4155.400000000001,0.0,0.0,15.82,19.0,3060.0,4022.0,0.7886274509803921,191.80142910868744,40.54155697630688,0.0,0.5949605114704776,1.3994736842105264
SG05683,46462.0,7594.8,153.39000000000001,26324.35,0.0,1.55,2.38,126.0,22837.0,38867.2,0.8365373853902113,302.90110176673835,49.51300606297672,0.010104961209987613,0.015516004954690656,1.2173809523809525
SG05684,46463.0,5622.1,111.17999999999999,19315.05,0.0,7.640000000000001,2.41,126.0,22838.0,40840.9,0.8789983427673633,417.9078971037957,50.567548120165505,0.06871739521496673,0.02167656053246987,0.8823809523809524
SG05685,24000.0,6473.15,239.23,32631.7,0.0,155.18,23.94,187.0,24000.0,17526.85,0.7302854166666666,100.32186598670735,27.05827028382728,0.648664465159052,0.1000710613217406,1.2793048128342246
SG05687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG05688,2000.0,637.5,7.5,1350.0,100.0,0.0,0.0,5.0,780.0,1362.5,0.68125,266.6666666666667,85.0,0.0,0.0,1.5
SG05689,4500.0,1468.25,21.24,3779.75,0.0,2.64,6.67,20.0,4500.0,3031.75,0.6737222222222222,211.86440677966104,69.12664783427496,0.12429378531073448,0.314030131826742,1.0619999999999998
SG05690,75500.0,22869.65,436.63,70213.05,3775.0,158.26,79.9,271.0,45500.0,52630.35,0.6970907284768212,172.91528296269152,52.37764239745322,0.36245791631358354,0.1829924650161464,1.6111808118081181
SG05691,4850.0,734.3,33.46,4410.0,1642.05,0.0,0.0,35.0,4850.0,4115.7,0.8485979381443298,144.94919306634787,21.945606694560666,0.0,0.0,0.9560000000000001
