job_no,month_key,revenue_monthly,rev_alloc,actual_cost,actual_hours,billable_value,unallocated_revenue_amt,unquoted_hours,dept_mismatch_hours,gp,margin,rev_per_hour,cost_per_hour,unquoted_share,dept_mismatch_share
SG04573,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04574,2022-03-01,0.0,0.0,467.5,5.5,1237.5,0.0,0.0,0.0,-467.5,0.0,0.0,85.0,0.0,0.0
SG04574,2022-04-01,0.0,0.0,170.0,2.0,450.0,0.0,0.0,0.0,-170.0,0.0,0.0,85.0,0.0,0.0
SG04575,2022-03-01,50000.0,5000.0,1907.35,26.96,5095.05,0.0,1.21,1.0,3092.65,0.61853,185.45994065281897,70.74740356083086,0.04488130563798219,0.037091988130563795
SG04575,2022-04-01,40000.0,5000.0,2474.75,32.58,5956.65,0.0,4.779999999999999,3.75,2525.25,0.50505,153.4683855125844,75.95917740945366,0.14671577655003068,0.11510128913443832
SG04575,2022-05-01,40000.0,5000.0,2437.5,40.18,6866.8,0.0,0.0,19.75,2562.5,0.5125,124.44001991040318,60.66450970632155,0.0,0.4915380786460926
SG04575,2022-06-01,40000.0,5000.0,2135.85,31.36,5500.3,0.0,5.87,0.0,2864.15,0.5728300000000001,159.4387755102041,68.10746173469387,0.1871811224489796,0.0
SG04575,2022-07-01,38284.92,4253.880000000001,1140.05,20.83,3546.9,0.0,2.25,1.75,3113.830000000001,0.7319976115922405,204.2189150264043,54.73115698511762,0.10801728276524244,0.08401344215074412
SG04575,2022-08-01,51715.08,5746.12,1671.8,37.18,5930.0,0.0,13.6,14.6,4074.3199999999997,0.7090558498604275,154.54868208714362,44.96503496503497,0.3657880580957504,0.392684238838085
SG04575,2022-09-01,0.0,0.0,150.0,2.5,450.0,0.0,0.0,0.0,-150.0,0.0,0.0,60.0,0.0,0.0
SG04575-1,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04576,2022-03-01,0.0,0.0,45.1,0.41000000000000003,120.95000000000002,0.0,0.0,0.0,-45.1,0.0,0.0,110.0,0.0,0.0
SG04576,2022-05-01,1669.53,556.51,185.05,2.33,529.1,0.0,1.83,1.25,371.46,0.6674812671829796,238.84549356223175,79.4206008583691,0.7854077253218884,0.5364806866952789
SG04576,2022-06-01,2561.2,512.24,469.3,5.13,1262.1,0.0,3.9800000000000004,1.0,42.94,0.08382789317507418,99.85185185185186,91.48148148148148,0.7758284600389864,0.19493177387914232
SG04576,2022-07-01,0.0,0.0,383.3,7.6899999999999995,1368.9,0.0,6.27,5.19,-383.3,0.0,0.0,49.84395318595579,0.8153446033810143,0.6749024707412224
SG04576,2022-08-01,0.0,0.0,11.25,0.75,90.0,0.0,0.75,0.75,-11.25,0.0,0.0,15.0,1.0,1.0
SG04576,2022-09-01,0.0,0.0,760.8999999999999,7.98,1986.7499999999998,0.0,2.67,6.31,-760.8999999999999,0.0,0.0,95.35087719298244,0.3345864661654135,0.7907268170426064
SG04576,2022-10-01,225.0,56.25,459.5,7.2,1438.5,0.0,6.25,3.67,-403.25,-7.168888888888889,7.8125,63.81944444444444,0.8680555555555556,0.5097222222222222
SG04577,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04577,2022-06-01,1125.0,1125.0,0.0,0.0,0.0,1125.0,0.0,0.0,1125.0,1.0,0.0,0.0,0.0,0.0
SG04578,2022-03-01,31.75999999999999,31.75999999999999,0.0,0.0,0.0,31.75999999999999,0.0,0.0,31.75999999999999,1.0,0.0,0.0,0.0,0.0
SG04578,2022-05-01,-31.75999999999999,-31.75999999999999,0.0,0.0,0.0,-31.75999999999999,0.0,0.0,-31.75999999999999,0.0,0.0,0.0,0.0,0.0
SG04578,2022-06-01,1125.0,1125.0,0.0,0.0,0.0,1125.0,0.0,0.0,1125.0,1.0,0.0,0.0,0.0,0.0
SG04579,2022-03-01,76.75999999999999,76.75999999999999,0.0,0.0,0.0,76.75999999999999,0.0,0.0,76.75999999999999,1.0,0.0,0.0,0.0,0.0
SG04579,2022-05-01,-76.75999999999999,-76.75999999999999,0.0,0.0,0.0,-76.75999999999999,0.0,0.0,-76.75999999999999,0.0,0.0,0.0,0.0,0.0
SG04579,2022-06-01,1125.0,1125.0,0.0,0.0,0.0,1125.0,0.0,0.0,1125.0,1.0,0.0,0.0,0.0,0.0
SG04580,2022-03-01,1601.3600000000001,400.34000000000003,174.0,2.25,520.0,0.0,0.8,0.8,226.34000000000003,0.5653694359794176,177.9288888888889,77.33333333333333,0.35555555555555557,0.35555555555555557
SG04580,2022-04-01,116.20000000000005,58.10000000000002,26.200000000000003,0.67,105.9,0.0,0.5,0.5,31.90000000000002,0.549053356282272,86.71641791044779,39.104477611940304,0.7462686567164178,0.7462686567164178
SG04580,2022-05-01,1127.5999999999997,281.8999999999999,120.15,1.74,370.05,0.0,0.98,0.75,161.74999999999991,0.5737850301525362,162.01149425287352,69.05172413793103,0.5632183908045977,0.4310344827586207
SG04580,2022-06-01,384.66,384.66,36.300000000000004,0.33,97.35000000000001,0.0,0.0,0.0,348.36,0.90563094681017,1165.6363636363637,110.00000000000001,0.0,0.0
SG04581,2022-03-01,22081.44,2760.18,1421.6,25.41,4323.65,0.0,0.0,0.0,1338.58,0.4849611257236847,108.62573789846516,55.946477764659576,0.0,0.0
SG04581,2022-04-01,33115.74,5519.29,1123.5,17.25,3307.65,0.0,0.0,0.0,4395.79,0.7964412089236116,319.95884057971017,65.1304347826087,0.0,0.0
SG04581,2022-05-01,33521.22,3724.5800000000004,1098.4,22.09,3616.35,0.0,0.0,3.5,2626.1800000000003,0.7050942656621686,168.60932548664556,49.723856948845636,0.0,0.15844273426889996
SG04581,2022-06-01,30463.649999999998,4351.95,1200.0,26.0,4241.25,0.0,0.0,1.33,3151.95,0.7242615379312721,167.3826923076923,46.15384615384615,0.0,0.051153846153846154
SG04581,2022-07-01,41751.63,4639.07,1227.55,22.08,3850.35,0.0,0.0,1.75,3411.5199999999995,0.7353887740430732,210.1028079710145,55.5955615942029,0.0,0.0792572463768116
SG04581,2022-08-01,77129.36,7011.760000000001,1400.6,32.55,5142.2,0.0,0.0,1.22,5611.160000000002,0.8002498659395074,215.4150537634409,43.02918586789555,0.0,0.03748079877112136
SG04581,2022-09-01,30562.73999999999,3395.8599999999988,674.75,17.65,2779.25,0.0,0.0,4.4,2721.1099999999988,0.8013021738234202,192.39999999999995,38.229461756373944,0.0,0.24929178470254962
SG04581,2022-10-01,15061.200000000004,2510.2000000000007,205.45,5.24,802.35,0.0,0.0,0.5,2304.750000000001,0.9181539319576131,479.0458015267177,39.20801526717557,0.0,0.09541984732824427
SG04581,2022-11-01,23992.399999999994,2999.0499999999993,419.1,12.17,1871.2,0.0,0.0,3.0,2579.9499999999994,0.8602557476534236,246.42974527526698,34.43714050944947,0.0,0.2465078060805259
SG04581,2022-12-01,19847.95,3969.59,471.15,10.66,1702.95,0.0,0.0,3.0,3498.44,0.8813101604951644,372.3818011257036,44.19793621013133,0.0,0.28142589118198874
SG04581,2023-01-01,31036.800000000017,5172.800000000003,452.65,15.81,2326.75,0.0,0.0,0.0,4720.150000000003,0.9124942004330344,327.1853257432007,28.630613535736874,0.0,0.0
SG04581,2023-02-01,31408.829999999958,3489.8699999999953,537.4,11.91,1995.35,0.0,0.0,3.17,2952.4699999999953,0.8460114560141206,293.02015113350086,45.12174643157011,0.0,0.26616288832913515
SG04581,2023-03-01,188879.0,37775.8,547.2,12.74,2201.1,0.0,0.0,3.75,37228.600000000006,0.9855145357609899,2965.133437990581,42.95133437990581,0.0,0.2943485086342229
SG04581-1,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04582,2022-03-01,25155.96,4192.66,913.35,22.41,3441.3,0.0,0.0,0.0,3279.31,0.7821550042216636,187.0887996430165,40.75635876840696,0.0,0.0
SG04582,2022-04-01,34497.61,4928.2300000000005,1024.85,28.12,4113.7,0.0,0.0,10.0,3903.3800000000006,0.7920450141328631,175.25711237553344,36.44559032716927,0.0,0.35561877667140823
SG04582,2022-05-01,43465.40999999999,4829.49,969.9499999999999,21.33,3507.35,0.0,0.0,0.08,3859.54,0.7991609880132271,226.41772151898735,45.47351148616971,0.0,0.003750586029067042
SG04582,2022-06-01,62257.520000000004,7782.1900000000005,1375.3,27.44,4553.15,0.0,0.0,2.0,6406.89,0.8232759673048332,283.60750728862973,50.12026239067055,0.0,0.07288629737609328
SG04582,2022-07-01,68645.9,6864.59,1161.75,24.04,4056.35,0.0,0.0,0.7,5702.84,0.8307619246014692,285.5486688851914,48.3257071547421,0.0,0.029118136439267885
SG04582,2022-08-01,79495.11000000002,8832.79,1816.05,43.36,6924.6,0.0,0.0,11.77,7016.740000000001,0.7943967874250378,203.7082564575646,41.88307195571956,0.0,0.2714483394833948
SG04582,2022-09-01,74426.31999999999,9303.289999999999,841.25,25.0,3880.0,0.0,0.0,9.5,8462.039999999999,0.9095749998118945,372.13159999999993,33.65,0.0,0.38
SG04582,2022-10-01,71874.18000000001,7986.02,534.7,11.73,1922.6,0.0,0.0,3.23,7451.320000000001,0.933045497006018,680.8201193520887,45.58397271952259,0.0,0.2753623188405797
SG04582,2022-11-01,81803.9,8180.389999999999,879.1,19.080000000000002,3199.9,0.0,0.0,4.25,7301.289999999999,0.8925356859514032,428.7416142557651,46.07442348008385,0.0,0.22274633123689724
SG04582,2022-12-01,61293.76000000001,7661.72,419.2,11.110000000000001,1673.25,0.0,0.0,1.5,7242.52,0.9452864369880393,689.6237623762376,37.73177317731773,0.0,0.135013501350135
SG04582,2023-01-01,80145.63,8905.07,694.25,15.450000000000001,2457.4,0.0,0.0,2.0,8210.82,0.9220387936310439,576.3799352750808,44.935275080906145,0.0,0.12944983818770225
SG04582,2023-02-01,38862.78,6477.129999999999,631.9,10.41,1818.2,0.0,0.0,2.42,5845.23,0.9024413590587189,622.2026897214216,60.70124879923151,0.0,0.23246878001921228
SG04582,2023-03-01,117507.87,13056.429999999998,452.75,8.82,1511.6,0.0,0.0,0.75,12603.679999999998,0.9653235991768041,1480.3208616780043,51.332199546485256,0.0,0.08503401360544217
SG04583,2022-03-01,141.23999999999978,141.23999999999978,60.0,1.0,180.0,0.0,0.0,0.0,81.23999999999978,0.5751911639762101,141.23999999999978,60.0,0.0,0.0
SG04583,2022-04-01,4025.4299999999985,1341.8099999999995,2230.0,29.5,6450.0,0.0,0.0,0.0,-888.1900000000005,-0.6619342529866381,45.48508474576269,75.59322033898304,0.0,0.0
SG04583,2022-05-01,5890.4000000000015,1472.6000000000004,1591.3,19.92,4480.4,0.0,1.42,0.0,-118.69999999999959,-0.0806057313594999,73.92570281124499,79.88453815261043,0.07128514056224898,0.0
SG04583,2022-06-01,1906.770000000006,635.590000000002,237.5,4.0,672.5,0.0,0.0,3.5,398.09000000000196,0.6263314400792975,158.8975000000005,59.375,0.0,0.875
SG04583,2022-07-01,15753.389999999992,5251.129999999997,1009.4,39.040000000000006,5102.7,0.0,27.660000000000004,8.83,4241.729999999998,0.8077747075391392,134.5064036885245,25.85553278688524,0.7085040983606558,0.22617827868852455
SG04583,2022-08-01,7680.100000000002,1536.0200000000004,638.75,10.5,1957.5,0.0,3.75,1.75,897.2700000000004,0.5841525500970041,146.2876190476191,60.833333333333336,0.35714285714285715,0.16666666666666666
SG04583,2022-09-01,50997.15,10199.43,1985.6,27.83,5744.3,0.0,2.5,0.0,8213.83,0.8053224542940144,366.49047790154515,71.34746676248653,0.08983111749910169,0.0
SG04583,2022-10-01,268.380000000001,134.1900000000005,52.5,2.0,270.0,0.0,1.5,0.0,81.69000000000051,0.608763693270737,67.09500000000025,26.25,0.75,0.0
SG04583,2022-11-01,17012.699999999993,2835.449999999999,1103.75,16.75,3235.0,0.0,3.25,0.0,1731.699999999999,0.6107319825777212,169.28059701492532,65.8955223880597,0.19402985074626866,0.0
SG04583,2022-12-01,1468.9199999999983,734.4599999999991,307.5,6.25,1035.0,0.0,1.5,0.0,426.9599999999991,0.5813250551425532,117.51359999999985,49.2,0.24,0.0
SG04583,2023-01-01,16569.2,3313.84,1239.35,24.75,4076.55,0.0,5.58,0.0,2074.4900000000002,0.6260078941650774,133.89252525252525,50.07474747474747,0.22545454545454546,0.0
SG04583,2023-02-01,112421.20000000001,22484.24,1743.1,33.33,5866.8,0.0,8.5,0.0,20741.140000000003,0.9224745866438003,674.5946594659467,52.2982298229823,0.255025502550255,0.0
SG04583,2023-03-01,0.0,0.0,187.8,5.02,752.4,0.0,2.52,0.0,-187.8,0.0,0.0,37.410358565737056,0.50199203187251,0.0
SG04584,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04585,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04586,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04587,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04588,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04589,2022-01-01,0.0,0.0,2606.25,32.0,7206.25,0.0,12.5,0.0,-2606.25,0.0,0.0,81.4453125,0.390625,0.0
SG04589,2022-03-01,95667.0,7358.999999999999,4756.1,50.92,12500.7,0.0,12.27,1.75,2602.8999999999987,0.3537029487702132,144.5208169677926,93.40337784760409,0.24096622152395913,0.03436763550667714
SG04589,2022-04-01,88296.0,7358.0,1278.8,15.97,3660.75,0.0,6.28,0.0,6079.2,0.8262027724925252,460.738885410144,80.07514088916719,0.39323731997495304,0.0
SG04589,2022-05-01,22074.0,7358.0,60.599999999999994,1.14,203.7,0.0,0.72,0.0,7297.4,0.9917640663223701,6454.385964912281,53.1578947368421,0.6315789473684211,0.0
SG04591,2022-03-01,115563.84,9630.32,4890.7,102.84,16771.35,0.0,0.0,85.09,4739.62,0.49215602389121027,93.6437183975107,47.55639828860365,0.0,0.8274017891870867
SG04591,2022-04-01,29993.899999999994,2999.3899999999994,1442.85,37.730000000000004,5797.3,0.0,0.0,32.16,1556.5399999999995,0.5189521869446787,79.49615690432015,38.241452425125885,0.0,0.85237211767824
SG04591,2022-05-01,37653.80000000001,3765.380000000001,1369.95,35.08,5515.1,0.0,0.0,27.41,2395.430000000001,0.6361721791691677,107.33694412770814,39.05216647662486,0.0,0.781356898517674
SG04591,2022-06-01,33663.87,3740.4300000000007,957.05,19.47,3180.4,0.0,0.0,8.17,2783.380000000001,0.7441336958584976,192.11248073959942,49.155110426296865,0.0,0.4196199280945044
SG04591,2022-07-01,48923.69999999999,4892.369999999999,983.4,32.59,4817.5,0.0,0.0,20.67,3908.969999999999,0.798993126030942,150.11874808223376,30.174900276158326,0.0,0.6342436330162626
SG04591,2022-08-01,54351.990000000005,4941.09,1270.9,41.269999999999996,6150.8,0.0,0.0,30.759999999999998,3670.19,0.7427895464361103,119.72595105403443,30.79476617397626,0.0,0.7453355948630968
SG04591,2022-09-01,12992.910000000007,1856.130000000001,388.65,7.16,1301.05,0.0,0.0,3.08,1467.480000000001,0.7906127264792876,259.2360335195532,54.280726256983236,0.0,0.4301675977653631
SG04591,2022-10-01,132699.56,33174.89,173.75,2.75,510.0,0.0,0.0,1.0,33001.14,0.994762605090778,12063.596363636363,63.18181818181818,0.0,0.36363636363636365
SG04592,2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04592,2022-07-01,0.0,0.0,42.5,0.5,112.5,0.0,0.0,0.0,-42.5,0.0,0.0,85.0,0.0,0.0
SG04592,2022-08-01,0.0,0.0,127.5,1.5,337.5,0.0,0.0,0.0,-127.5,0.0,0.0,85.0,0.0,0.0
SG04593,2022-03-01,10000.0,10000.0,0.0,0.0,0.0,10000.0,0.0,0.0,10000.0,1.0,0.0,0.0,0.0,0.0
SG04594,2022-03-01,0.0,0.0,320.0,7.0,1166.25,0.0,2.5,4.0,-320.0,0.0,0.0,45.714285714285715,0.35714285714285715,0.5714285714285714
SG04594,2022-04-01,0.0,0.0,114.85,3.58,504.75,0.0,2.5,0.17,-114.85,0.0,0.0,32.08100558659218,0.6983240223463687,0.04748603351955308
SG04594,2022-05-01,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.0
SG04595,2022-03-01,0.0,0.0,530.65,8.5,1562.85,0.0,0.0,6.0,-530.65,0.0,0.0,62.42941176470588,0.0,0.7058823529411765
SG04595,2022-04-01,0.0,0.0,265.8,5.42,901.5,0.0,0.0,1.0,-265.8,0.0,0.0,49.04059040590406,0.0,0.18450184501845018
SG04595,2022-06-01,5000.0,5000.0,0.0,0.0,0.0,5000.0,0.0,0.0,5000.0,1.0,0.0,0.0,0.0,0.0
SG04596,2022-03-01,0.0,0.0,684.25,13.1,2201.5,0.0,0.1,8.0,-684.25,0.0,0.0,52.23282442748092,0.0076335877862595426,0.6106870229007634
SG04596,2022-04-01,0.0,0.0,515.55,9.33,1585.5,0.0,0.0,4.0,-515.55,0.0,0.0,55.2572347266881,0.0,0.4287245444801715
SG04596,2022-06-01,8000.0,8000.0,0.0,0.0,0.0,8000.0,0.0,0.0,8000.0,1.0,0.0,0.0,0.0,0.0
SG04597,2022-03-01,30637.96,7659.490000000001,3259.2,40.75,8869.2,0.0,0.0,0.0,4400.290000000001,0.5744886408886232,187.96294478527608,79.9803680981595,0.0,0.0
SG04597,2022-04-01,23043.06,3840.51,2134.0,46.83,7743.6,0.0,15.0,15.0,1706.5100000000002,0.44434463131198726,82.00960922485586,45.56907964979714,0.3203074951953876,0.3203074951953876
SG04597,2022-05-01,0.0,0.0,15.0,1.0,120.0,0.0,1.0,0.0,-15.0,0.0,0.0,15.0,1.0,0.0
SG04598,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04599,2022-03-01,0.0,0.0,127.5,1.5,337.5,0.0,0.0,0.0,-127.5,0.0,0.0,85.0,0.0,0.0
SG04599,2022-08-01,0.0,0.0,170.0,2.0,450.0,0.0,0.0,0.0,-170.0,0.0,0.0,85.0,0.0,0.0
SG04599,2022-09-01,0.0,0.0,7.5,0.5,75.0,0.0,0.0,0.0,-7.5,0.0,0.0,15.0,0.0,0.0
SG04599,2022-10-01,0.0,0.0,45.0,3.0,420.0,0.0,0.0,3.0,-45.0,0.0,0.0,15.0,0.0,1.0
SG04600,2022-03-01,0.0,0.0,85.0,1.0,225.0,0.0,0.0,0.0,-85.0,0.0,0.0,85.0,0.0,0.0
SG04601,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04602,2022-03-01,0.0,0.0,85.0,1.0,225.0,0.0,0.0,0.0,-85.0,0.0,0.0,85.0,0.0,0.0
SG04602,2022-04-01,0.0,0.0,170.0,2.0,450.0,0.0,0.0,0.0,-170.0,0.0,0.0,85.0,0.0,0.0
SG04604,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04605,2022-03-01,13892.0,3473.0,1952.5,23.0,4797.5,0.0,0.0,18.5,1520.5,0.43780593147135044,151.0,84.8913043478261,0.0,0.8043478260869565
SG04605,2022-04-01,6942.0,3471.0,1845.0,18.0,4365.0,0.0,0.0,9.0,1626.0,0.46845289541918755,192.83333333333334,102.5,0.0,0.5
SG04605,2022-05-01,1589.62,1589.62,125.0,1.0,295.0,0.0,0.0,0.0,1464.62,0.9213648544935268,1589.62,125.0,0.0,0.0
SG04605,2022-06-01,1881.38,1881.38,160.0,2.0,380.0,0.0,0.0,2.0,1721.38,0.9149560429046764,940.69,80.0,0.0,1.0
SG04606,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04607,2022-03-01,0.0,0.0,375.0,3.0,885.0,0.0,0.0,0.0,-375.0,0.0,0.0,125.0,0.0,0.0
SG04607,2022-04-01,0.0,0.0,625.0,5.0,1475.0,0.0,0.0,0.0,-625.0,0.0,0.0,125.0,0.0,0.0
SG04607,2022-05-01,0.0,0.0,125.0,1.0,295.0,0.0,0.0,0.0,-125.0,0.0,0.0,125.0,0.0,0.0
SG04607,2022-06-01,3000.0,3000.0,375.0,3.0,885.0,0.0,0.0,0.0,2625.0,0.875,1000.0,125.0,0.0,0.0
SG04607,2022-07-01,5550.0,5550.0,375.0,3.0,885.0,0.0,0.0,0.0,5175.0,0.9324324324324325,1850.0,125.0,0.0,0.0
SG04607,2022-08-01,450.0,450.0,0.0,0.0,0.0,450.0,0.0,0.0,450.0,1.0,0.0,0.0,0.0,0.0
SG04607,2022-09-01,0.0,0.0,3150.0,45.0,9450.0,0.0,0.0,0.0,-3150.0,0.0,0.0,70.0,0.0,0.0
SG04608,2022-03-01,2520.0,1260.0,149.1,6.13,837.45,0.0,5.3,5.3,1110.9,0.8816666666666667,205.54649265905383,24.323001631321368,0.8646003262642741,0.8646003262642741
SG04608,2022-04-01,0.0,0.0,50.0,2.0,280.0,0.0,2.0,2.0,-50.0,0.0,0.0,25.0,1.0,1.0
SG04609,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04609,2022-04-01,953.6800000000001,476.84000000000003,135.0,5.25,705.0,0.0,0.0,0.0,341.84000000000003,0.7168861672678467,90.82666666666667,25.714285714285715,0.0,0.0
SG04609,2022-05-01,246.32,123.16,210.0,3.5,640.0,0.0,0.0,2.0,-86.84,-0.7050990581357585,35.18857142857143,60.0,0.0,0.5714285714285714
SG04609,2022-06-01,0.0,0.0,6.3,0.42,50.4,0.0,0.0,0.42,-6.3,0.0,0.0,15.0,0.0,1.0
SG04609,2022-09-01,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,600.0,1.0,0.0,0.0,0.0,0.0
SG04609,2022-11-01,510.0,510.0,169.8,2.83,509.4,0.0,0.0,2.83,340.2,0.6670588235294117,180.21201413427562,60.0,0.0,1.0
SG04609,2022-12-01,180.0,90.0,105.0,1.75,316.25,0.0,0.0,1.75,-15.0,-0.16666666666666666,51.42857142857143,60.0,0.0,1.0
SG04610,2022-03-01,0.0,0.0,22.5,1.5,225.0,0.0,0.0,0.0,-22.5,0.0,0.0,15.0,0.0,0.0
SG04610,2022-04-01,4768.92,1589.64,355.2,6.17,1155.6,0.0,0.0,4.0,1234.44,0.7765531818524949,257.64019448946516,57.56888168557536,0.0,0.6482982171799028
SG04610,2022-05-01,1215.37,1215.37,15.0,1.0,120.0,0.0,0.0,0.0,1200.37,0.9876580794326008,1215.37,15.0,0.0,0.0
SG04610,2022-06-01,1172.1200000000001,1172.1200000000001,15.0,1.0,120.0,0.0,0.0,0.0,1157.1200000000001,0.9872026754939768,1172.1200000000001,15.0,0.0,0.0
SG04610,2022-07-01,2522.06,1261.03,48.75,1.75,230.0,0.0,0.0,0.0,1212.28,0.9613411259050142,720.5885714285714,27.857142857142858,0.0,0.0
SG04610,2022-08-01,2433.0,1216.5,18.75,1.25,165.0,0.0,0.0,0.0,1197.75,0.9845869297163995,973.2,15.0,0.0,0.0
SG04610,2022-09-01,3791.16,1263.72,86.25,2.75,427.5,0.0,0.0,0.0,1177.47,0.9317491216408698,459.5345454545455,31.363636363636363,0.0,0.0
SG04610,2022-10-01,106.81999999999994,106.81999999999994,7.5,0.5,60.0,0.0,0.0,0.0,99.31999999999994,0.9297884291331211,213.63999999999987,15.0,0.0,0.0
SG04610,2022-12-01,1342.3,1342.3,0.0,0.0,0.0,1342.3,0.0,0.0,1342.3,1.0,0.0,0.0,0.0,0.0
SG04611,2022-03-01,472.4400000000005,472.4400000000005,180.0,3.0,540.0,0.0,0.0,0.0,292.4400000000005,0.6189992379984764,157.48000000000016,60.0,0.0,0.0
SG04611,2022-04-01,1417.3199999999997,1417.3199999999997,540.0,9.0,1620.0,0.0,0.0,0.0,877.3199999999997,0.6189992379984759,157.47999999999996,60.0,0.0,0.0
SG04611,2022-05-01,13748.04,4582.68,1490.0,20.5,3750.0,0.0,0.0,0.0,3092.6800000000003,0.6748627440711549,223.54536585365855,72.6829268292683,0.0,0.0
SG04611,2022-06-01,26182.68,8727.56,3370.0,43.0,8405.0,0.0,0.0,0.0,5357.5599999999995,0.6138668768819693,202.96651162790695,78.37209302325581,0.0,0.0
SG04611,2022-07-01,0.0,0.0,180.0,3.0,540.0,0.0,0.0,0.0,-180.0,0.0,0.0,60.0,0.0,0.0
SG04611,2022-08-01,0.0,0.0,1120.0,14.0,2800.0,0.0,0.0,0.0,-1120.0,0.0,0.0,80.0,0.0,0.0
SG04611,2022-09-01,0.0,0.0,640.0,8.0,1600.0,0.0,0.0,0.0,-640.0,0.0,0.0,80.0,0.0,0.0
SG04611,2022-10-01,800.0,800.0,0.0,0.0,0.0,800.0,0.0,0.0,800.0,1.0,0.0,0.0,0.0,0.0
SG04612,2022-03-01,0.0,0.0,580.05,6.41,1504.25,0.0,0.0,2.58,-580.05,0.0,0.0,90.49141965678626,0.0,0.40249609984399376
SG04612,2022-04-01,149820.0,13620.0,2141.25,40.87,7267.6,0.0,1.47,1.25,11478.75,0.8427863436123348,333.25177391729875,52.3917298752141,0.03596770247125031,0.030584781012967948
SG04612,2022-05-01,255060.0,19620.0,5658.0,93.48,17366.3,0.0,8.0,8.0,13962.0,0.7116207951070337,209.88446726572528,60.526315789473685,0.08557980316645271,0.08557980316645271
SG04612,2022-06-01,150188.87,11552.990000000002,3678.0,83.24,13511.45,0.0,22.49,27.0,7874.990000000002,0.6816408566094145,138.7913262854397,44.18548774627583,0.2701826045170591,0.3243632868813071
SG04612,2022-07-01,27201.03,9067.01,127.5,2.5,435.0,0.0,0.0,0.0,8939.51,0.9859380324936224,3626.804,51.0,0.0,0.0
SG04612-1,2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG04613,2022-03-01,1652.7600000000002,826.3800000000001,630.0,10.5,1890.0,0.0,0.0,0.0,196.3800000000001,0.23763885863646275,78.70285714285716,60.0,0.0,0.0
SG04613,2022-04-01,472.21999999999935,236.10999999999967,180.0,3.0,540.0,0.0,0.0,0.0,56.10999999999967,0.23764347126339314,78.70333333333322,60.0,0.0,0.0
SG04613,2022-05-01,236.10000000000036,118.05000000000018,90.0,1.5,270.0,0.0,0.0,0.0,28.050000000000182,0.23761118170266954,78.70000000000012,60.0,0.0,0.0
SG04613,2022-06-01,3403.120000000001,850.7800000000001,573.6,17.310000000000002,2545.8,0.0,11.0,14.0,277.18000000000006,0.32579515268341996,49.14962449451184,33.1369150779896,0.6354708261120738,0.8087810514153667
SG04613,2022-07-01,18105.899999999998,3621.1799999999994,2978.7,54.75,9023.1,0.0,26.82,13.08,642.4799999999996,0.17742282902258372,66.14027397260273,54.40547945205479,0.48986301369863017,0.2389041095890411
SG04613,2022-08-01,1487.5,297.5,89.95,4.83,632.1,0.0,4.83,0.25,207.55,0.6976470588235294,61.594202898550726,18.6231884057971,1.0,0.05175983436853002
SG04613,2022-11-01,0.0,0.0,717.5,10.25,2152.5,0.0,0.0,0.0,-717.5,0.0,0.0,70.0,0.0,0.0
